Name,Type
"Proceedings of the Workshop on Hot Topics in Operating Systems, HotOS 2019",conference and proceedings
"15th International Conference on Network and Service Management, CNSM 2019",conference and proceedings
"19th AIAA Non-Deterministic Approaches Conference, 2017",conference and proceedings
"2016 IEEE International Conference on Systems, Man, and Cybernetics, SMC 2016 - Conference Proceedings",conference and proceedings
"2019 2nd International Workshop on Mobile Terahertz Systems, IWMTS 2019",conference and proceedings
3DTV-Conference,conference and proceedings
"AIAA Guidance, Navigation, and Control Conference, 2017",conference and proceedings
"FAT/MM 2019 - Proceedings of the 1st International Workshop on Fairness, Accountability, and Transparency in MultiMedia, co-located with MM 2019",conference and proceedings
"Proceedings - 2017 Palestinian International Conference on Information and Communication Technology, PICICT 2017",conference and proceedings
"Proceedings - 2018 53rd International Universities Power Engineering Conference, UPEC 2018",conference and proceedings
"Proceedings - 2018 IEEE/WIC/ACM International Conference on Web Intelligence, WI 2018",conference and proceedings
"Proceedings - 7th IEEE International Conference on Cloud Computing in Emerging Markets, CCEM 2018",conference and proceedings
"Proceedings - IEEE International Conference on Cluster Computing, ICCC",conference and proceedings
Proceedings of FAST 2010: 8th USENIX Conference on File and Storage Technologies,conference and proceedings
"Proceedings of IEEE Computer Society Annual Symposium on VLSI, ISVLSI",conference and proceedings
"Proceedings of the 7th International Conference Confluence 2017 on Cloud Computing, Data Science and Engineering",conference and proceedings
Proceedings of the IEEE VLSI Test Symposium,conference and proceedings
"SCC 2018 - Proceedings of the 6th International Workshop on Security in Cloud Computing, Co-located with ASIA CCS 2018",conference and proceedings
SCOPE 2019 - Proceedings of the 2019 International Science of Smart City Operations and Platforms Engineering,conference and proceedings
"WAMA 2017 - Proceedings of the 2nd ACM SIGSOFT International Workshop on App Market Analytics, Co-located with FSE 2017",conference and proceedings
"1st International Conference on Artificial Intelligence in Information and Communication, ICAIIC 2019",conference and proceedings
"2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics, MIPRO 2018 - Proceedings",conference and proceedings
"2018 6th International Conference on Brain-Computer Interface, BCI 2018",conference and proceedings
"2018 IEEE International Black Sea Conference on Communications and Networking, BlackSeaCom 2018",conference and proceedings
"IEEE Vehicular Networking Conference, VNC",conference and proceedings
"MaLTeSQuE 2017 - IEEE International Workshop on Machine Learning Techniques for Software Quality Evaluation, co-located with SANER 2017",conference and proceedings
"Proceedings - 15th IEEE International Conference on Autonomic Computing, ICAC 2018",conference and proceedings
"Proceedings - MIG 2019: ACM Conference on Motion, Interaction, and Games",conference and proceedings
"Proceedings of ISAV 2016: 2nd Workshop on In Situ Infrastructures for Enabling Extreme-Scale Analysis and Visualization - Held in conjunction with SC 2016: The International Conference for High Performance Computing, Networking, Storage and Analysis",conference and proceedings
RTCSA 2017 - 23rd IEEE International Conference on Embedded and Real-Time Computing Systems and Applications,conference and proceedings
"14th International Conference on Network and Service Management, CNSM 2018 and Workshops, 1st International Workshop on High-Precision Networks Operations and Control, HiPNet 2018 and 1st Workshop on",conference and proceedings
"2017 9th International Conference on Virtual Worlds and Games for Serious Applications, VS-Games 2017 - Proceedings",conference and proceedings
"2018 7th Annual IEEE Photonics Society Optical Interconnects Conference, OI 2018",conference and proceedings
"2018 IEEE International Symposium on Power Line Communications and its Applications, ISPLC 2018",conference and proceedings
"2018 IFIP/IEEE International Conference on Performance Evaluation and Modeling in Wired and Wireless Networks, PEMWN 2018",conference and proceedings
"International Conference on Communication Technologies, ComTech 2017",conference and proceedings
ISARC 2018 - 35th International Symposium on Automation and Robotics in Construction and International AEC/FM Hackathon: The Future of Building Things,conference and proceedings
"Proceedings - 2017 IEEE 15th International Conference on Industrial Informatics, INDIN 2017",conference and proceedings
"Proceedings - 26th Euromicro International Conference on Parallel, Distributed, and Network-Based Processing, PDP 2018",conference and proceedings
"Proceedings of the 2016 IEEE Asian Hardware Oriented Security and Trust Symposium, AsianHOST 2016",conference and proceedings
"2017 13th Workshop on Intelligent Solutions in Embedded Systems, WISES 2017",conference and proceedings
"2nd Conference on Swarm Intelligence and Evolutionary Computation, CSIEC 2017 - Proceedings",conference and proceedings
"7th Conference on Artificial Intelligence and Robotics, IRANOPEN 2017",conference and proceedings
"American Society of Mechanical Engineers, Pressure Vessels and Piping Division (Publication) PVP",conference and proceedings
"CCCG 2017 - 29th Canadian Conference on Computational Geometry, Proceedings",conference and proceedings
DIPWN 2017 - Proceedings of the 2017 ACM Workshop on Distributed Information Processing in Wireless Networks,conference and proceedings
"IEEE International Workshop on Factory Communication Systems - Proceedings, WFCS",conference and proceedings
"Proceedings - 2018 ACM/IEEE 1st International Workshop on Security Awareness from Design to Deployment, SEAD 2018",conference and proceedings
"Proceedings - 2018 Brazilian Conference on Intelligent Systems, BRACIS 2018",conference and proceedings
"Proceedings - 2018 Workshop on Fault Diagnosis and Tolerance in Cryptography, FDTC 2018",conference and proceedings
"Proceedings - 2019 Crypto Valley Conference on Blockchain Technology, CVCBT 2019",conference and proceedings
"Proceedings - 3rd IEEE International Conference on Big Data Computing Service and Applications, BigDataService 2017",conference and proceedings
"Proceedings of Technical Papers - International Microsystems, Packaging, Assembly, and Circuits Technology Conference, IMPACT",conference and proceedings
"Proceedings of the 2016 ITU Kaleidoscope Academic Conference: ICTs for a Sustainable World, ITU WT 2016",conference and proceedings
"2017 5th International Symposium on Digital Forensic and Security, ISDFS 2017",conference and proceedings
"Device Research Conference - Conference Digest, DRC",conference and proceedings
IEEE International Conference on Automation Science and Engineering,conference and proceedings
"Proceedings - 2017 7th International Conference on Emerging Security Technologies, EST 2017",conference and proceedings
"Proceedings - 2019 18th IEEE International Conference on Trust, Security and Privacy in Computing and Communications/13th IEEE International Conference on Big Data Science and Engineering, TrustCom/B",conference and proceedings
"Proceedings of the 15th Symposium on Usable Privacy and Security, SOUPS 2019",conference and proceedings
"Proceedings of the 2019 22nd Conference on Innovation in Clouds, Internet and Networks and Workshops, ICIN 2019",conference and proceedings
"SLE 2019 - Proceedings of the 12th ACM SIGPLAN International Conference on Software Language Engineering, co-located with SPLASH 2019",conference and proceedings
"2018 IEEE International Conference on Engineering, Technology and Innovation, ICE/ITMC 2018 - Proceedings",conference and proceedings
"2018 IEEE International Conference on Sensing, Communication and Networking, SECON Workshops 2018",conference and proceedings
"MobiSys 2019 - Proceedings of the 17th Annual International Conference on Mobile Systems, Applications, and Services",conference and proceedings
"Proceedings - 2018 4th International Workshop on Requirements Engineering for Self-Adaptive, Collaborative, and Cyber Physical Systems, RESACS 2018",conference and proceedings
"Proceedings - 2019 3rd International Conference on Recent Advances in Signal Processing, Telecommunications and Computing, SigTelCom 2019",conference and proceedings
"Proceedings - 2019 IEEE International Conference on Artificial Intelligence Testing, AITest 2019",conference and proceedings
"REBLS 2019 - Proceedings of the 6th ACM SIGPLAN International Workshop on Reactive and Event-Based Languages and Systems, co-located with SPLASH 2019",conference and proceedings
"2018 IEEE MTT-S International Wireless Symposium, IWS 2018 - Proceedings",conference and proceedings
"2019 10th International Conference on Information and Communication Systems, ICICS 2019",conference and proceedings
"2019 International Conference on Computing, Networking and Communications, ICNC 2019",conference and proceedings
"21st Conference on Innovation in Clouds, Internet and Networks, ICIN 2018",conference and proceedings
